publication_id,title,journal,year,doi
PUB0409,Genomic Study 409,Lancet,2016,10.1000/dgm.0409
PUB0410,Genomic Study 410,NEJM,2017,10.1000/dgm.0410
PUB0411,Genomic Study 411,Nature,2018,10.1000/dgm.0411
PUB0412,Genomic Study 412,Science,2019,10.1000/dgm.0412
PUB0413,Genomic Study 413,Cell,2020,10.1000/dgm.0413
PUB0414,Genomic Study 414,Lancet,2021,10.1000/dgm.0414
PUB0415,Genomic Study 415,NEJM,2022,10.1000/dgm.0415
PUB0416,Genomic Study 416,Nature,2023,10.1000/dgm.0416
PUB0417,Genomic Study 417,Science,2024,10.1000/dgm.0417
PUB0418,Genomic Study 418,Cell,2025,10.1000/dgm.0418
PUB0419,Genomic Study 419,Lancet,2015,10.1000/dgm.0419
PUB0420,Genomic Study 420,NEJM,2016,10.1000/dgm.0420
PUB0421,Genomic Study 421,Nature,2017,10.1000/dgm.0421
PUB0422,Genomic Study 422,Science,2018,10.1000/dgm.0422
PUB0423,Genomic Study 423,Cell,2019,10.1000/dgm.0423
PUB0424,Genomic Study 424,Lancet,2020,10.1000/dgm.0424
PUB0425,Genomic Study 425,NEJM,2021,10.1000/dgm.0425
PUB0426,Genomic Study 426,Nature,2022,10.1000/dgm.0426
PUB0427,Genomic Study 427,Science,2023,10.1000/dgm.0427
PUB0428,Genomic Study 428,Cell,2024,10.1000/dgm.0428
PUB0429,Genomic Study 429,Lancet,2025,10.1000/dgm.0429
PUB0430,Genomic Study 430,NEJM,2015,10.1000/dgm.0430
PUB0431,Genomic Study 431,Nature,2016,10.1000/dgm.0431
PUB0432,Genomic Study 432,Science,2017,10.1000/dgm.0432
PUB0433,Genomic Study 433,Cell,2018,10.1000/dgm.0433
PUB0434,Genomic Study 434,Lancet,2019,10.1000/dgm.0434
PUB0435,Genomic Study 435,NEJM,2020,10.1000/dgm.0435
PUB0436,Genomic Study 436,Nature,2021,10.1000/dgm.0436
PUB0437,Genomic Study 437,Science,2022,10.1000/dgm.0437
PUB0438,Genomic Study 438,Cell,2023,10.1000/dgm.0438
PUB0439,Genomic Study 439,Lancet,2024,10.1000/dgm.0439
PUB0440,Genomic Study 440,NEJM,2025,10.1000/dgm.0440
PUB0441,Genomic Study 441,Nature,2015,10.1000/dgm.0441
PUB0442,Genomic Study 442,Science,2016,10.1000/dgm.0442
PUB0443,Genomic Study 443,Cell,2017,10.1000/dgm.0443
PUB0444,Genomic Study 444,Lancet,2018,10.1000/dgm.0444
PUB0445,Genomic Study 445,NEJM,2019,10.1000/dgm.0445
PUB0446,Genomic Study 446,Nature,2020,10.1000/dgm.0446
PUB0447,Genomic Study 447,Science,2021,10.1000/dgm.0447
PUB0448,Genomic Study 448,Cell,2022,10.1000/dgm.0448
PUB0449,Genomic Study 449,Lancet,2023,10.1000/dgm.0449
PUB0450,Genomic Study 450,NEJM,2024,10.1000/dgm.0450
PUB0451,Genomic Study 451,Nature,2025,10.1000/dgm.0451
PUB0452,Genomic Study 452,Science,2015,10.1000/dgm.0452
PUB0453,Genomic Study 453,Cell,2016,10.1000/dgm.0453
PUB0454,Genomic Study 454,Lancet,2017,10.1000/dgm.0454
PUB0455,Genomic Study 455,NEJM,2018,10.1000/dgm.0455
PUB0456,Genomic Study 456,Nature,2019,10.1000/dgm.0456
PUB0457,Genomic Study 457,Science,2020,10.1000/dgm.0457
PUB0458,Genomic Study 458,Cell,2021,10.1000/dgm.0458
PUB0459,Genomic Study 459,Lancet,2022,10.1000/dgm.0459
PUB0460,Genomic Study 460,NEJM,2023,10.1000/dgm.0460
PUB0461,Genomic Study 461,Nature,2024,10.1000/dgm.0461
PUB0462,Genomic Study 462,Science,2025,10.1000/dgm.0462
PUB0463,Genomic Study 463,Cell,2015,10.1000/dgm.0463
PUB0464,Genomic Study 464,Lancet,2016,10.1000/dgm.0464
PUB0465,Genomic Study 465,NEJM,2017,10.1000/dgm.0465
PUB0466,Genomic Study 466,Nature,2018,10.1000/dgm.0466
PUB0467,Genomic Study 467,Science,2019,10.1000/dgm.0467
PUB0468,Genomic Study 468,Cell,2020,10.1000/dgm.0468
PUB0469,Genomic Study 469,Lancet,2021,10.1000/dgm.0469
PUB0470,Genomic Study 470,NEJM,2022,10.1000/dgm.0470
PUB0471,Genomic Study 471,Nature,2023,10.1000/dgm.0471
PUB0472,Genomic Study 472,Science,2024,10.1000/dgm.0472
PUB0473,Genomic Study 473,Cell,2025,10.1000/dgm.0473
PUB0474,Genomic Study 474,Lancet,2015,10.1000/dgm.0474
PUB0475,Genomic Study 475,NEJM,2016,10.1000/dgm.0475
PUB0476,Genomic Study 476,Nature,2017,10.1000/dgm.0476
PUB0477,Genomic Study 477,Science,2018,10.1000/dgm.0477
PUB0478,Genomic Study 478,Cell,2019,10.1000/dgm.0478
PUB0479,Genomic Study 479,Lancet,2020,10.1000/dgm.0479
PUB0480,Genomic Study 480,NEJM,2021,10.1000/dgm.0480
PUB0481,Genomic Study 481,Nature,2022,10.1000/dgm.0481
PUB0482,Genomic Study 482,Science,2023,10.1000/dgm.0482
PUB0483,Genomic Study 483,Cell,2024,10.1000/dgm.0483
PUB0484,Genomic Study 484,Lancet,2025,10.1000/dgm.0484
PUB0485,Genomic Study 485,NEJM,2015,10.1000/dgm.0485
PUB0486,Genomic Study 486,Nature,2016,10.1000/dgm.0486
PUB0487,Genomic Study 487,Science,2017,10.1000/dgm.0487
PUB0488,Genomic Study 488,Cell,2018,10.1000/dgm.0488
PUB0489,Genomic Study 489,Lancet,2019,10.1000/dgm.0489
PUB0490,Genomic Study 490,NEJM,2020,10.1000/dgm.0490
PUB0491,Genomic Study 491,Nature,2021,10.1000/dgm.0491
PUB0492,Genomic Study 492,Science,2022,10.1000/dgm.0492
PUB0493,Genomic Study 493,Cell,2023,10.1000/dgm.0493
PUB0494,Genomic Study 494,Lancet,2024,10.1000/dgm.0494
PUB0495,Genomic Study 495,NEJM,2025,10.1000/dgm.0495
PUB0496,Genomic Study 496,Nature,2015,10.1000/dgm.0496
PUB0497,Genomic Study 497,Science,2016,10.1000/dgm.0497
PUB0498,Genomic Study 498,Cell,2017,10.1000/dgm.0498
PUB0499,Genomic Study 499,Lancet,2018,10.1000/dgm.0499
PUB0500,Genomic Study 500,NEJM,2019,10.1000/dgm.0500
PUB0501,Genomic Study 501,Nature,2020,10.1000/dgm.0501
PUB0502,Genomic Study 502,Science,2021,10.1000/dgm.0502
PUB0503,Genomic Study 503,Cell,2022,10.1000/dgm.0503
PUB0504,Genomic Study 504,Lancet,2023,10.1000/dgm.0504
PUB0505,Genomic Study 505,NEJM,2024,10.1000/dgm.0505
PUB0506,Genomic Study 506,Nature,2025,10.1000/dgm.0506
PUB0507,Genomic Study 507,Science,2015,10.1000/dgm.0507
PUB0508,Genomic Study 508,Cell,2016,10.1000/dgm.0508
PUB0509,Genomic Study 509,Lancet,2017,10.1000/dgm.0509
PUB0510,Genomic Study 510,NEJM,2018,10.1000/dgm.0510
PUB0511,Genomic Study 511,Nature,2019,10.1000/dgm.0511
PUB0512,Genomic Study 512,Science,2020,10.1000/dgm.0512
PUB0513,Genomic Study 513,Cell,2021,10.1000/dgm.0513
PUB0514,Genomic Study 514,Lancet,2022,10.1000/dgm.0514
PUB0515,Genomic Study 515,NEJM,2023,10.1000/dgm.0515
PUB0516,Genomic Study 516,Nature,2024,10.1000/dgm.0516
PUB0517,Genomic Study 517,Science,2025,10.1000/dgm.0517
PUB0518,Genomic Study 518,Cell,2015,10.1000/dgm.0518
PUB0519,Genomic Study 519,Lancet,2016,10.1000/dgm.0519
PUB0520,Genomic Study 520,NEJM,2017,10.1000/dgm.0520
PUB0521,Genomic Study 521,Nature,2018,10.1000/dgm.0521
PUB0522,Genomic Study 522,Science,2019,10.1000/dgm.0522
PUB0523,Genomic Study 523,Cell,2020,10.1000/dgm.0523
PUB0524,Genomic Study 524,Lancet,2021,10.1000/dgm.0524
PUB0525,Genomic Study 525,NEJM,2022,10.1000/dgm.0525
PUB0526,Genomic Study 526,Nature,2023,10.1000/dgm.0526
PUB0527,Genomic Study 527,Science,2024,10.1000/dgm.0527
PUB0528,Genomic Study 528,Cell,2025,10.1000/dgm.0528
PUB0529,Genomic Study 529,Lancet,2015,10.1000/dgm.0529
PUB0530,Genomic Study 530,NEJM,2016,10.1000/dgm.0530
PUB0531,Genomic Study 531,Nature,2017,10.1000/dgm.0531
PUB0532,Genomic Study 532,Science,2018,10.1000/dgm.0532
PUB0533,Genomic Study 533,Cell,2019,10.1000/dgm.0533
PUB0534,Genomic Study 534,Lancet,2020,10.1000/dgm.0534
PUB0535,Genomic Study 535,NEJM,2021,10.1000/dgm.0535
PUB0536,Genomic Study 536,Nature,2022,10.1000/dgm.0536
PUB0537,Genomic Study 537,Science,2023,10.1000/dgm.0537
PUB0538,Genomic Study 538,Cell,2024,10.1000/dgm.0538
PUB0539,Genomic Study 539,Lancet,2025,10.1000/dgm.0539
PUB0540,Genomic Study 540,NEJM,2015,10.1000/dgm.0540
PUB0541,Genomic Study 541,Nature,2016,10.1000/dgm.0541
PUB0542,Genomic Study 542,Science,2017,10.1000/dgm.0542
PUB0543,Genomic Study 543,Cell,2018,10.1000/dgm.0543
PUB0544,Genomic Study 544,Lancet,2019,10.1000/dgm.0544
PUB0545,Genomic Study 545,NEJM,2020,10.1000/dgm.0545
PUB0546,Genomic Study 546,Nature,2021,10.1000/dgm.0546
PUB0547,Genomic Study 547,Science,2022,10.1000/dgm.0547
PUB0548,Genomic Study 548,Cell,2023,10.1000/dgm.0548
PUB0549,Genomic Study 549,Lancet,2024,10.1000/dgm.0549
PUB0550,Genomic Study 550,NEJM,2025,10.1000/dgm.0550
PUB0551,Genomic Study 551,Nature,2015,10.1000/dgm.0551
PUB0552,Genomic Study 552,Science,2016,10.1000/dgm.0552
PUB0553,Genomic Study 553,Cell,2017,10.1000/dgm.0553
PUB0554,Genomic Study 554,Lancet,2018,10.1000/dgm.0554
PUB0555,Genomic Study 555,NEJM,2019,10.1000/dgm.0555
PUB0556,Genomic Study 556,Nature,2020,10.1000/dgm.0556
PUB0557,Genomic Study 557,Science,2021,10.1000/dgm.0557
PUB0558,Genomic Study 558,Cell,2022,10.1000/dgm.0558
PUB0559,Genomic Study 559,Lancet,2023,10.1000/dgm.0559
PUB0560,Genomic Study 560,NEJM,2024,10.1000/dgm.0560
PUB0561,Genomic Study 561,Nature,2025,10.1000/dgm.0561
PUB0562,Genomic Study 562,Science,2015,10.1000/dgm.0562
PUB0563,Genomic Study 563,Cell,2016,10.1000/dgm.0563
PUB0564,Genomic Study 564,Lancet,2017,10.1000/dgm.0564
PUB0565,Genomic Study 565,NEJM,2018,10.1000/dgm.0565
PUB0566,Genomic Study 566,Nature,2019,10.1000/dgm.0566
PUB0567,Genomic Study 567,Science,2020,10.1000/dgm.0567
PUB0568,Genomic Study 568,Cell,2021,10.1000/dgm.0568
PUB0569,Genomic Study 569,Lancet,2022,10.1000/dgm.0569
PUB0570,Genomic Study 570,NEJM,2023,10.1000/dgm.0570
PUB0571,Genomic Study 571,Nature,2024,10.1000/dgm.0571
PUB0572,Genomic Study 572,Science,2025,10.1000/dgm.0572
PUB0573,Genomic Study 573,Cell,2015,10.1000/dgm.0573
PUB0574,Genomic Study 574,Lancet,2016,10.1000/dgm.0574
PUB0575,Genomic Study 575,NEJM,2017,10.1000/dgm.0575
PUB0576,Genomic Study 576,Nature,2018,10.1000/dgm.0576
PUB0577,Genomic Study 577,Science,2019,10.1000/dgm.0577
PUB0578,Genomic Study 578,Cell,2020,10.1000/dgm.0578
PUB0579,Genomic Study 579,Lancet,2021,10.1000/dgm.0579
PUB0580,Genomic Study 580,NEJM,2022,10.1000/dgm.0580
PUB0581,Genomic Study 581,Nature,2023,10.1000/dgm.0581
PUB0582,Genomic Study 582,Science,2024,10.1000/dgm.0582
PUB0583,Genomic Study 583,Cell,2025,10.1000/dgm.0583
PUB0584,Genomic Study 584,Lancet,2015,10.1000/dgm.0584
PUB0585,Genomic Study 585,NEJM,2016,10.1000/dgm.0585
PUB0586,Genomic Study 586,Nature,2017,10.1000/dgm.0586
PUB0587,Genomic Study 587,Science,2018,10.1000/dgm.0587
PUB0588,Genomic Study 588,Cell,2019,10.1000/dgm.0588
PUB0589,Genomic Study 589,Lancet,2020,10.1000/dgm.0589
PUB0590,Genomic Study 590,NEJM,2021,10.1000/dgm.0590
PUB0591,Genomic Study 591,Nature,2022,10.1000/dgm.0591
PUB0592,Genomic Study 592,Science,2023,10.1000/dgm.0592
PUB0593,Genomic Study 593,Cell,2024,10.1000/dgm.0593
PUB0594,Genomic Study 594,Lancet,2025,10.1000/dgm.0594
PUB0595,Genomic Study 595,NEJM,2015,10.1000/dgm.0595
PUB0596,Genomic Study 596,Nature,2016,10.1000/dgm.0596
PUB0597,Genomic Study 597,Science,2017,10.1000/dgm.0597
PUB0598,Genomic Study 598,Cell,2018,10.1000/dgm.0598
PUB0599,Genomic Study 599,Lancet,2019,10.1000/dgm.0599
PUB0600,Genomic Study 600,NEJM,2020,10.1000/dgm.0600
PUB0601,Genomic Study 601,Nature,2021,10.1000/dgm.0601
PUB0602,Genomic Study 602,Science,2022,10.1000/dgm.0602
PUB0603,Genomic Study 603,Cell,2023,10.1000/dgm.0603
PUB0604,Genomic Study 604,Lancet,2024,10.1000/dgm.0604
PUB0605,Genomic Study 605,NEJM,2025,10.1000/dgm.0605
PUB0606,Genomic Study 606,Nature,2015,10.1000/dgm.0606
PUB0607,Genomic Study 607,Science,2016,10.1000/dgm.0607
PUB0608,Genomic Study 608,Cell,2017,10.1000/dgm.0608
PUB0609,Genomic Study 609,Lancet,2018,10.1000/dgm.0609
PUB0610,Genomic Study 610,NEJM,2019,10.1000/dgm.0610
PUB0611,Genomic Study 611,Nature,2020,10.1000/dgm.0611
PUB0612,Genomic Study 612,Science,2021,10.1000/dgm.0612
PUB0613,Genomic Study 613,Cell,2022,10.1000/dgm.0613
PUB0614,Genomic Study 614,Lancet,2023,10.1000/dgm.0614
PUB0615,Genomic Study 615,NEJM,2024,10.1000/dgm.0615
PUB0616,Genomic Study 616,Nature,2025,10.1000/dgm.0616
PUB0617,Genomic Study 617,Science,2015,10.1000/dgm.0617
PUB0618,Genomic Study 618,Cell,2016,10.1000/dgm.0618
PUB0619,Genomic Study 619,Lancet,2017,10.1000/dgm.0619
PUB0620,Genomic Study 620,NEJM,2018,10.1000/dgm.0620
PUB0621,Genomic Study 621,Nature,2019,10.1000/dgm.0621
PUB0622,Genomic Study 622,Science,2020,10.1000/dgm.0622
PUB0623,Genomic Study 623,Cell,2021,10.1000/dgm.0623
PUB0624,Genomic Study 624,Lancet,2022,10.1000/dgm.0624
PUB0625,Genomic Study 625,NEJM,2023,10.1000/dgm.0625
PUB0626,Genomic Study 626,Nature,2024,10.1000/dgm.0626
PUB0627,Genomic Study 627,Science,2025,10.1000/dgm.0627
PUB0628,Genomic Study 628,Cell,2015,10.1000/dgm.0628
PUB0629,Genomic Study 629,Lancet,2016,10.1000/dgm.0629
PUB0630,Genomic Study 630,NEJM,2017,10.1000/dgm.0630
PUB0631,Genomic Study 631,Nature,2018,10.1000/dgm.0631
PUB0632,Genomic Study 632,Science,2019,10.1000/dgm.0632
PUB0633,Genomic Study 633,Cell,2020,10.1000/dgm.0633
PUB0634,Genomic Study 634,Lancet,2021,10.1000/dgm.0634
PUB0635,Genomic Study 635,NEJM,2022,10.1000/dgm.0635
PUB0636,Genomic Study 636,Nature,2023,10.1000/dgm.0636
PUB0637,Genomic Study 637,Science,2024,10.1000/dgm.0637
PUB0638,Genomic Study 638,Cell,2025,10.1000/dgm.0638
PUB0639,Genomic Study 639,Lancet,2015,10.1000/dgm.0639
PUB0640,Genomic Study 640,NEJM,2016,10.1000/dgm.0640
PUB0641,Genomic Study 641,Nature,2017,10.1000/dgm.0641
PUB0642,Genomic Study 642,Science,2018,10.1000/dgm.0642
PUB0643,Genomic Study 643,Cell,2019,10.1000/dgm.0643
PUB0644,Genomic Study 644,Lancet,2020,10.1000/dgm.0644
PUB0645,Genomic Study 645,NEJM,2021,10.1000/dgm.0645
PUB0646,Genomic Study 646,Nature,2022,10.1000/dgm.0646
PUB0647,Genomic Study 647,Science,2023,10.1000/dgm.0647
PUB0648,Genomic Study 648,Cell,2024,10.1000/dgm.0648
PUB0649,Genomic Study 649,Lancet,2025,10.1000/dgm.0649
PUB0650,Genomic Study 650,NEJM,2015,10.1000/dgm.0650
PUB0651,Genomic Study 651,Nature,2016,10.1000/dgm.0651
PUB0652,Genomic Study 652,Science,2017,10.1000/dgm.0652
PUB0653,Genomic Study 653,Cell,2018,10.1000/dgm.0653
PUB0654,Genomic Study 654,Lancet,2019,10.1000/dgm.0654
PUB0655,Genomic Study 655,NEJM,2020,10.1000/dgm.0655
PUB0656,Genomic Study 656,Nature,2021,10.1000/dgm.0656
PUB0657,Genomic Study 657,Science,2022,10.1000/dgm.0657
PUB0658,Genomic Study 658,Cell,2023,10.1000/dgm.0658
PUB0659,Genomic Study 659,Lancet,2024,10.1000/dgm.0659
PUB0660,Genomic Study 660,NEJM,2025,10.1000/dgm.0660
PUB0661,Genomic Study 661,Nature,2015,10.1000/dgm.0661
PUB0662,Genomic Study 662,Science,2016,10.1000/dgm.0662
PUB0663,Genomic Study 663,Cell,2017,10.1000/dgm.0663
PUB0664,Genomic Study 664,Lancet,2018,10.1000/dgm.0664
PUB0665,Genomic Study 665,NEJM,2019,10.1000/dgm.0665
PUB0666,Genomic Study 666,Nature,2020,10.1000/dgm.0666
PUB0667,Genomic Study 667,Science,2021,10.1000/dgm.0667
PUB0668,Genomic Study 668,Cell,2022,10.1000/dgm.0668
PUB0669,Genomic Study 669,Lancet,2023,10.1000/dgm.0669
PUB0670,Genomic Study 670,NEJM,2024,10.1000/dgm.0670
PUB0671,Genomic Study 671,Nature,2025,10.1000/dgm.0671
PUB0672,Genomic Study 672,Science,2015,10.1000/dgm.0672
PUB0673,Genomic Study 673,Cell,2016,10.1000/dgm.0673
PUB0674,Genomic Study 674,Lancet,2017,10.1000/dgm.0674
PUB0675,Genomic Study 675,NEJM,2018,10.1000/dgm.0675
PUB0676,Genomic Study 676,Nature,2019,10.1000/dgm.0676
PUB0677,Genomic Study 677,Science,2020,10.1000/dgm.0677
PUB0678,Genomic Study 678,Cell,2021,10.1000/dgm.0678
PUB0679,Genomic Study 679,Lancet,2022,10.1000/dgm.0679
PUB0680,Genomic Study 680,NEJM,2023,10.1000/dgm.0680
PUB0681,Genomic Study 681,Nature,2024,10.1000/dgm.0681
PUB0682,Genomic Study 682,Science,2025,10.1000/dgm.0682
PUB0683,Genomic Study 683,Cell,2015,10.1000/dgm.0683
PUB0684,Genomic Study 684,Lancet,2016,10.1000/dgm.0684
PUB0685,Genomic Study 685,NEJM,2017,10.1000/dgm.0685
PUB0686,Genomic Study 686,Nature,2018,10.1000/dgm.0686
PUB0687,Genomic Study 687,Science,2019,10.1000/dgm.0687
PUB0688,Genomic Study 688,Cell,2020,10.1000/dgm.0688
PUB0689,Genomic Study 689,Lancet,2021,10.1000/dgm.0689
PUB0690,Genomic Study 690,NEJM,2022,10.1000/dgm.0690
PUB0691,Genomic Study 691,Nature,2023,10.1000/dgm.0691
PUB0692,Genomic Study 692,Science,2024,10.1000/dgm.0692
PUB0693,Genomic Study 693,Cell,2025,10.1000/dgm.0693
PUB0694,Genomic Study 694,Lancet,2015,10.1000/dgm.0694
PUB0695,Genomic Study 695,NEJM,2016,10.1000/dgm.0695
PUB0696,Genomic Study 696,Nature,2017,10.1000/dgm.0696
PUB0697,Genomic Study 697,Science,2018,10.1000/dgm.0697
PUB0698,Genomic Study 698,Cell,2019,10.1000/dgm.0698
PUB0699,Genomic Study 699,Lancet,2020,10.1000/dgm.0699
PUB0700,Genomic Study 700,NEJM,2021,10.1000/dgm.0700
PUB0701,Genomic Study 701,Nature,2022,10.1000/dgm.0701
PUB0702,Genomic Study 702,Science,2023,10.1000/dgm.0702
PUB0703,Genomic Study 703,Cell,2024,10.1000/dgm.0703
PUB0704,Genomic Study 704,Lancet,2025,10.1000/dgm.0704
PUB0705,Genomic Study 705,NEJM,2015,10.1000/dgm.0705
PUB0706,Genomic Study 706,Nature,2016,10.1000/dgm.0706
PUB0707,Genomic Study 707,Science,2017,10.1000/dgm.0707
PUB0708,Genomic Study 708,Cell,2018,10.1000/dgm.0708
PUB0709,Genomic Study 709,Lancet,2019,10.1000/dgm.0709
PUB0710,Genomic Study 710,NEJM,2020,10.1000/dgm.0710
PUB0711,Genomic Study 711,Nature,2021,10.1000/dgm.0711
PUB0712,Genomic Study 712,Science,2022,10.1000/dgm.0712
PUB0713,Genomic Study 713,Cell,2023,10.1000/dgm.0713
PUB0714,Genomic Study 714,Lancet,2024,10.1000/dgm.0714
PUB0715,Genomic Study 715,NEJM,2025,10.1000/dgm.0715
PUB0716,Genomic Study 716,Nature,2015,10.1000/dgm.0716
PUB0717,Genomic Study 717,Science,2016,10.1000/dgm.0717
PUB0718,Genomic Study 718,Cell,2017,10.1000/dgm.0718
PUB0719,Genomic Study 719,Lancet,2018,10.1000/dgm.0719
PUB0720,Genomic Study 720,NEJM,2019,10.1000/dgm.0720
PUB0721,Genomic Study 721,Nature,2020,10.1000/dgm.0721
PUB0722,Genomic Study 722,Science,2021,10.1000/dgm.0722
PUB0723,Genomic Study 723,Cell,2022,10.1000/dgm.0723
PUB0724,Genomic Study 724,Lancet,2023,10.1000/dgm.0724
PUB0725,Genomic Study 725,NEJM,2024,10.1000/dgm.0725
PUB0726,Genomic Study 726,Nature,2025,10.1000/dgm.0726
PUB0727,Genomic Study 727,Science,2015,10.1000/dgm.0727
PUB0728,Genomic Study 728,Cell,2016,10.1000/dgm.0728
PUB0729,Genomic Study 729,Lancet,2017,10.1000/dgm.0729
PUB0730,Genomic Study 730,NEJM,2018,10.1000/dgm.0730
PUB0731,Genomic Study 731,Nature,2019,10.1000/dgm.0731
PUB0732,Genomic Study 732,Science,2020,10.1000/dgm.0732
PUB0733,Genomic Study 733,Cell,2021,10.1000/dgm.0733
PUB0734,Genomic Study 734,Lancet,2022,10.1000/dgm.0734
PUB0735,Genomic Study 735,NEJM,2023,10.1000/dgm.0735
PUB0736,Genomic Study 736,Nature,2024,10.1000/dgm.0736
PUB0737,Genomic Study 737,Science,2025,10.1000/dgm.0737
PUB0738,Genomic Study 738,Cell,2015,10.1000/dgm.0738
PUB0739,Genomic Study 739,Lancet,2016,10.1000/dgm.0739
PUB0740,Genomic Study 740,NEJM,2017,10.1000/dgm.0740
PUB0741,Genomic Study 741,Nature,2018,10.1000/dgm.0741
PUB0742,Genomic Study 742,Science,2019,10.1000/dgm.0742
PUB0743,Genomic Study 743,Cell,2020,10.1000/dgm.0743
PUB0744,Genomic Study 744,Lancet,2021,10.1000/dgm.0744
PUB0745,Genomic Study 745,NEJM,2022,10.1000/dgm.0745
PUB0746,Genomic Study 746,Nature,2023,10.1000/dgm.0746
PUB0747,Genomic Study 747,Science,2024,10.1000/dgm.0747
PUB0748,Genomic Study 748,Cell,2025,10.1000/dgm.0748
PUB0749,Genomic Study 749,Lancet,2015,10.1000/dgm.0749
PUB0750,Genomic Study 750,NEJM,2016,10.1000/dgm.0750
PUB0751,Genomic Study 751,Nature,2017,10.1000/dgm.0751
PUB0752,Genomic Study 752,Science,2018,10.1000/dgm.0752
PUB0753,Genomic Study 753,Cell,2019,10.1000/dgm.0753
PUB0754,Genomic Study 754,Lancet,2020,10.1000/dgm.0754
PUB0755,Genomic Study 755,NEJM,2021,10.1000/dgm.0755
PUB0756,Genomic Study 756,Nature,2022,10.1000/dgm.0756
PUB0757,Genomic Study 757,Science,2023,10.1000/dgm.0757
PUB0758,Genomic Study 758,Cell,2024,10.1000/dgm.0758
PUB0759,Genomic Study 759,Lancet,2025,10.1000/dgm.0759
PUB0760,Genomic Study 760,NEJM,2015,10.1000/dgm.0760
PUB0761,Genomic Study 761,Nature,2016,10.1000/dgm.0761
PUB0762,Genomic Study 762,Science,2017,10.1000/dgm.0762
PUB0763,Genomic Study 763,Cell,2018,10.1000/dgm.0763
PUB0764,Genomic Study 764,Lancet,2019,10.1000/dgm.0764
PUB0765,Genomic Study 765,NEJM,2020,10.1000/dgm.0765
PUB0766,Genomic Study 766,Nature,2021,10.1000/dgm.0766
PUB0767,Genomic Study 767,Science,2022,10.1000/dgm.0767
PUB0768,Genomic Study 768,Cell,2023,10.1000/dgm.0768
PUB0769,Genomic Study 769,Lancet,2024,10.1000/dgm.0769
PUB0770,Genomic Study 770,NEJM,2025,10.1000/dgm.0770
PUB0771,Genomic Study 771,Nature,2015,10.1000/dgm.0771
PUB0772,Genomic Study 772,Science,2016,10.1000/dgm.0772
PUB0773,Genomic Study 773,Cell,2017,10.1000/dgm.0773
PUB0774,Genomic Study 774,Lancet,2018,10.1000/dgm.0774
PUB0775,Genomic Study 775,NEJM,2019,10.1000/dgm.0775
PUB0776,Genomic Study 776,Nature,2020,10.1000/dgm.0776
PUB0777,Genomic Study 777,Science,2021,10.1000/dgm.0777
PUB0778,Genomic Study 778,Cell,2022,10.1000/dgm.0778
PUB0779,Genomic Study 779,Lancet,2023,10.1000/dgm.0779
PUB0780,Genomic Study 780,NEJM,2024,10.1000/dgm.0780
PUB0781,Genomic Study 781,Nature,2025,10.1000/dgm.0781
PUB0782,Genomic Study 782,Science,2015,10.1000/dgm.0782
PUB0783,Genomic Study 783,Cell,2016,10.1000/dgm.0783
PUB0784,Genomic Study 784,Lancet,2017,10.1000/dgm.0784
PUB0785,Genomic Study 785,NEJM,2018,10.1000/dgm.0785
PUB0786,Genomic Study 786,Nature,2019,10.1000/dgm.0786
PUB0787,Genomic Study 787,Science,2020,10.1000/dgm.0787
PUB0788,Genomic Study 788,Cell,2021,10.1000/dgm.0788
PUB0789,Genomic Study 789,Lancet,2022,10.1000/dgm.0789
PUB0790,Genomic Study 790,NEJM,2023,10.1000/dgm.0790
PUB0791,Genomic Study 791,Nature,2024,10.1000/dgm.0791
PUB0792,Genomic Study 792,Science,2025,10.1000/dgm.0792
PUB0793,Genomic Study 793,Cell,2015,10.1000/dgm.0793
PUB0794,Genomic Study 794,Lancet,2016,10.1000/dgm.0794
PUB0795,Genomic Study 795,NEJM,2017,10.1000/dgm.0795
PUB0796,Genomic Study 796,Nature,2018,10.1000/dgm.0796
PUB0797,Genomic Study 797,Science,2019,10.1000/dgm.0797
PUB0798,Genomic Study 798,Cell,2020,10.1000/dgm.0798
PUB0799,Genomic Study 799,Lancet,2021,10.1000/dgm.0799
PUB0800,Genomic Study 800,NEJM,2022,10.1000/dgm.0800
PUB0801,Genomic Study 801,Nature,2023,10.1000/dgm.0801
PUB0802,Genomic Study 802,Science,2024,10.1000/dgm.0802
PUB0803,Genomic Study 803,Cell,2025,10.1000/dgm.0803
PUB0804,Genomic Study 804,Lancet,2015,10.1000/dgm.0804
PUB0805,Genomic Study 805,NEJM,2016,10.1000/dgm.0805
PUB0806,Genomic Study 806,Nature,2017,10.1000/dgm.0806
PUB0807,Genomic Study 807,Science,2018,10.1000/dgm.0807
PUB0808,Genomic Study 808,Cell,2019,10.1000/dgm.0808
PUB0809,Genomic Study 809,Lancet,2020,10.1000/dgm.0809
PUB0810,Genomic Study 810,NEJM,2021,10.1000/dgm.0810
PUB0811,Genomic Study 811,Nature,2022,10.1000/dgm.0811
PUB0812,Genomic Study 812,Science,2023,10.1000/dgm.0812
PUB0813,Genomic Study 813,Cell,2024,10.1000/dgm.0813
PUB0814,Genomic Study 814,Lancet,2025,10.1000/dgm.0814
PUB0815,Genomic Study 815,NEJM,2015,10.1000/dgm.0815
PUB0816,Genomic Study 816,Nature,2016,10.1000/dgm.0816
